title,src,href
 IZ*ONE (아이즈원) - 비올레타 (Violeta) Dance Practice Close up Ver.,https://i.ytimg.com/vi/wnTWDHiBRpQ/hqdefault.jpg,https://www.youtube.com/watch?v=wnTWDHiBRpQ
IZ*ONE (아이즈원) - 'FIESTA' Dance Practice,https://i.ytimg.com/vi/kCk8x__pXvE/hqdefault.jpg,https://www.youtube.com/watch?v=kCk8x__pXvE
IZ*ONE (아이즈원) - 라비앙로즈 (La Vie en Rose) Dance Practice,https://i.ytimg.com/vi/hsMaygLZ3G4/hqdefault.jpg,https://www.youtube.com/watch?v=hsMaygLZ3G4
IZ*ONE (아이즈원) - '라비앙로즈 (La Vie en Rose)' Dance Practice (2018 MAMA Ver.),https://i.ytimg.com/vi/xhdW-GceM6g/hqdefault.jpg,https://www.youtube.com/watch?v=xhdW-GceM6g
IZ*ONE (아이즈원) - 'Panorama' Dance Practice,https://i.ytimg.com/vi/aDdgU2gPtQQ/hqdefault.jpg,https://www.youtube.com/watch?v=aDdgU2gPtQQ
IZ*ONE (아이즈원) - 'Sequence' Dance Practice,https://i.ytimg.com/vi/49XOs_pibB4/hqdefault.jpg,https://www.youtube.com/watch?v=49XOs_pibB4
IZ*ONE (아이즈원) - 비올레타 (Violeta) Dance Practice,https://i.ytimg.com/vi/Z8_aiEDLoY4/hqdefault.jpg,https://www.youtube.com/watch?v=Z8_aiEDLoY4
 IZ*ONE(아이즈원) - 내꺼야 (PICK ME) Dance Practice 12.ver,https://i.ytimg.com/vi/YGiLQUc8x5E/hqdefault.jpg,https://www.youtube.com/watch?v=YGiLQUc8x5E
IZ*ONE (아이즈원) - 'SPACESHIP' Choreography (Close up ver.),https://i.ytimg.com/vi/GsEo4_9mIMg/hqdefault.jpg,https://www.youtube.com/watch?v=GsEo4_9mIMg
IZ*ONE (아이즈원) - 환상동화 (Secret Story of the Swan) Dance Practice,https://i.ytimg.com/vi/1yQjsWhOuJI/hqdefault.jpg,https://www.youtube.com/watch?v=1yQjsWhOuJI
IZ*ONE (아이즈원) - 하늘 위로 Dance Practice,https://i.ytimg.com/vi/IsUVaQOj0fs/hqdefault.jpg,https://www.youtube.com/watch?v=IsUVaQOj0fs
IZ*ONE (아이즈원) ‘Panorama’ MV Performance Ver.,https://i.ytimg.com/vi/64hndxW-pJw/hqdefault.jpg,https://www.youtube.com/watch?v=64hndxW-pJw
IZ*ONE (아이즈원) - O' My! Dance Practice,https://i.ytimg.com/vi/56XuG4JrByk/hqdefault.jpg,https://www.youtube.com/watch?v=56XuG4JrByk
IZ*ONE (아이즈원) - 'SPACESHIP' Choreography (To WIZ*ONE ver.),https://i.ytimg.com/vi/xaWafVLlIZs/hqdefault.jpg,https://www.youtube.com/watch?v=xaWafVLlIZs
IZ*ONE (아이즈원) 'COLOR*IZ' SHOW-CON SPOILER #Rumor,https://i.ytimg.com/vi/h49TeJo4mK0/hqdefault.jpg,https://www.youtube.com/watch?v=h49TeJo4mK0
IZ*ONE (아이즈원) - '라비앙로즈 (La Vie en Rose)' MV Performance Ver,https://i.ytimg.com/vi/E-T1gEeUqwA/hqdefault.jpg,https://www.youtube.com/watch?v=E-T1gEeUqwA
IZ*ONE (아이즈원) - 'Vampire' Dance Practice,https://i.ytimg.com/vi/vr9h-epSUZQ/hqdefault.jpg,https://www.youtube.com/watch?v=vr9h-epSUZQ
